doc_type	doc_id	num	date_str	description	url_metadata	lang
lk_pmd_press_releases	2025-09-02-en-539c86	en-539c86	2025-09-02	First Coconut Seed Production Unit in the North…	https://pmd.gov.lk/news/first-coconut-seed-production-unit-in-the-north-launched-under-presidents-patronage/	en
lk_pmd_press_releases	2025-09-02-en-01253f	en-01253f	2025-09-02	President Launches Series of Development Projects in the…	https://pmd.gov.lk/news/president-launches-series-of-development-projects-in-the-north-for-the-second-consecutive-day/	en
lk_pmd_press_releases	2025-09-01-ta-d089e7	ta-d089e7	2025-09-01	ஜனாதிபதி இன்று யாழ்ப்பாணத்தில்	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf-%e0%ae%87%e0%ae%a9%e0%af%8d%e0%ae%b1%e0%af%81-%e0%ae%af%e0%ae%be%e0%ae%b4%e0%af%8d%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%be-2/	ta
lk_pmd_press_releases	2025-09-01-ta-a061c3	ta-a061c3	2025-09-01	குடிவரவு மற்றும் குடியகல்வுத் திணைக்களத்தின் யாழ்ப்பாண பிராந்திய அலுவலகம் ஜனாதிபதியால்…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%95%e0%af%81%e0%ae%9f%e0%ae%bf%e0%ae%b5%e0%ae%b0%e0%ae%b5%e0%af%81-%e0%ae%ae%e0%ae%b1%e0%af%8d%e0%ae%b1%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%95%e0%af%81%e0%ae%9f%e0%ae%bf%e0%ae%af%e0%ae%95%e0%ae%b2/	ta
lk_pmd_press_releases	2025-09-01-ta-6e65dc	ta-6e65dc	2025-09-01	யாழ்ப்பாணம் மயிலிட்டி மீன்பிடி துறைமுக மூன்றாம் கட்ட அபிவிருத்திப் பணிகள்…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%af%e0%ae%be%e0%ae%b4%e0%af%8d%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%be%e0%ae%a3%e0%ae%ae%e0%af%8d-%e0%ae%ae%e0%ae%af%e0%ae%bf%e0%ae%b2%e0%ae%bf%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%bf-%e0%ae%ae%e0%af%80/	ta
lk_pmd_press_releases	2025-09-01-ta-3efd2e	ta-3efd2e	2025-09-01	யாழ்ப்பாண நூலக மின் நூலகத் திட்டம் ஜனாதிபதியின் தலைமையில் ஆரம்பிக்கப்பட்டது	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%af%e0%ae%be%e0%ae%b4%e0%af%8d%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%be%e0%ae%a3-%e0%ae%a8%e0%af%82%e0%ae%b2%e0%ae%95-%e0%ae%ae%e0%ae%bf%e0%ae%a9%e0%af%8d-%e0%ae%a8%e0%af%82%e0%ae%b2%e0%ae%95/	ta
lk_pmd_press_releases	2025-09-01-ta-33c952	ta-33c952	2025-09-01	கச்சதீவிற்கு ஜனாதிபதி கண்காணிப்பு விஜயம்	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%95%e0%ae%9a%e0%af%8d%e0%ae%9a%e0%ae%a4%e0%af%80%e0%ae%b5%e0%ae%bf%e0%ae%b1%e0%af%8d%e0%ae%95%e0%af%81-%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf-%e0%ae%95%e0%ae%a3/	ta
lk_pmd_press_releases	2025-09-01-ta-1e19f6	ta-1e19f6	2025-09-01	அரசு நிறுவனங்களை புத்துயிர் பெறச் செய்யும் வகையில் செப்டெம்பர் 01…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%85%e0%ae%b0%e0%ae%9a%e0%af%81-%e0%ae%a8%e0%ae%bf%e0%ae%b1%e0%af%81%e0%ae%b5%e0%ae%a9%e0%ae%99%e0%af%8d%e0%ae%95%e0%ae%b3%e0%af%88-%e0%ae%aa%e0%af%81%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%af%81%e0%ae%af/	ta
lk_pmd_press_releases	2025-09-01-ta-0ac981	ta-0ac981	2025-09-01	யாழ்ப்பாணம் சர்வதேச கிரிக்கெட் மைதானத்தின் நிர்மாணப் பணிகள் ஜனாதிபதி தலைமையில்…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%af%e0%ae%be%e0%ae%b4%e0%af%8d%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%be%e0%ae%a3%e0%ae%ae%e0%af%8d-%e0%ae%9a%e0%ae%b0%e0%af%8d%e0%ae%b5%e0%ae%a4%e0%af%87%e0%ae%9a-%e0%ae%95%e0%ae%bf%e0%ae%b0%e0%ae%bf/	ta
lk_pmd_press_releases	2025-09-01-si-f8db63	si-f8db63	2025-09-01	ආගමන හා විගමන දෙපාර්තමේන්තුවේ යාපනය ප්‍රාදේශීය කාර්යාලය ජනපති…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%86%e0%b6%9c%e0%b6%b8%e0%b6%b1-%e0%b7%84%e0%b7%8f-%e0%b7%80%e0%b7%92%e0%b6%9c%e0%b6%b8%e0%b6%b1-%e0%b6%af%e0%b7%99%e0%b6%b4%e0%b7%8f%e0%b6%bb%e0%b7%8a%e0%b6%ad%e0%b6%b8%e0%b7%9a%e0%b6%b1/	si
lk_pmd_press_releases	2025-09-01-si-c2b213	si-c2b213	2025-09-01	ජනපති කච්චතිව් දූපතේ නිරීක්ෂණ චාරිකාවක	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b6%9a%e0%b6%a0%e0%b7%8a%e0%b6%a0%e0%b6%ad%e0%b7%92%e0%b7%80%e0%b7%8a-%e0%b6%af%e0%b7%96%e0%b6%b4%e0%b6%ad%e0%b7%9a-%e0%b6%b1%e0%b7%92%e0%b6%bb/	si
lk_pmd_press_releases	2025-09-01-si-4646ef	si-4646ef	2025-09-01	රාජ්‍ය ආයතන තුළ සංවිධිත බව පවත්වා ගැනීම සඳහා…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%bb%e0%b7%8f%e0%b6%a2%e0%b7%8a%e0%b6%ba-%e0%b6%86%e0%b6%ba%e0%b6%ad%e0%b6%b1-%e0%b6%ad%e0%b7%94%e0%b7%85-%e0%b7%83%e0%b6%82%e0%b7%80%e0%b7%92%e0%b6%b0%e0%b7%92%e0%b6%ad-%e0%b6%b6-2/	si
lk_pmd_press_releases	2025-09-01-si-3a28e1	si-3a28e1	2025-09-01	යාපනය පුස්තකාලයේ ඊ- පුස්තකාල වැඩසටහන ජනපති ප්‍රධානත්වයෙන් ඇරඹේ	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b6%b1%e0%b6%ba-%e0%b6%b4%e0%b7%94%e0%b7%83%e0%b7%8a%e0%b6%ad%e0%b6%9a%e0%b7%8f%e0%b6%bd%e0%b6%ba%e0%b7%9a-%e0%b6%8a-%e0%b6%b4%e0%b7%94%e0%b7%83%e0%b7%8a%e0%b6%ad/	si
lk_pmd_press_releases	2025-09-01-si-3519f7	si-3519f7	2025-09-01	ජනපති අද යාපනයේ	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b6%85%e0%b6%af-%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b6%b1%e0%b6%ba%e0%b7%9a/	si
lk_pmd_press_releases	2025-09-01-si-348b0e	si-348b0e	2025-09-01	යාපනය මයිලිඩ්ඩි ධීවර වරාය සංවර්ධනය කිරීමේ තුන්වන අදියර…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b6%b1%e0%b6%ba-%e0%b6%b8%e0%b6%ba%e0%b7%92%e0%b6%bd%e0%b7%92%e0%b6%a9%e0%b7%8a%e0%b6%a9%e0%b7%92-%e0%b6%b0%e0%b7%93%e0%b7%80%e0%b6%bb-%e0%b7%80%e0%b6%bb%e0%b7%8f/	si
lk_pmd_press_releases	2025-09-01-si-1e6bc9	si-1e6bc9	2025-09-01	යාපනය ජාත්‍යන්තර ක්‍රිකට් ක්‍රීඩාංගණයේ ඉදිකිරීම් ජනපති ප්‍රධානත්වයෙන් ඇරඹේ	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b6%b1%e0%b6%ba-%e0%b6%a2%e0%b7%8f%e0%b6%ad%e0%b7%8a%e0%b6%ba%e0%b6%b1%e0%b7%8a%e0%b6%ad%e0%b6%bb-%e0%b6%9a%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%9a%e0%b6%a7/	si
lk_pmd_press_releases	2025-09-01-en-fd4ee1	en-fd4ee1	2025-09-01	President declares open the Immigration and Emigration Department’s…	https://pmd.gov.lk/news/president-declares-open-the-immigration-and-emigration-departments-jaffna-regional-office/	en
lk_pmd_press_releases	2025-09-01-en-c1a595	en-c1a595	2025-09-01	Construction of the Jaffna International Cricket Stadium Launched…	https://pmd.gov.lk/news/construction-of-the-jaffna-international-cricket-stadium-launched-under-the-patronage-of-the-president/	en
lk_pmd_press_releases	2025-09-01-en-923779	en-923779	2025-09-01	Third Phase of Development of the Myliddy Fisheries…	https://pmd.gov.lk/news/third-phase-of-development-of-the-myliddy-fisheries-harbour-in-jaffna-commences-under-the-presidents-patronage/	en
lk_pmd_press_releases	2025-09-01-en-612c72	en-612c72	2025-09-01	President Undertakes Inspection Visit to Katchatheevu Island	https://pmd.gov.lk/news/president-undertakes-inspection-visit-to-katchatheevu-island/	en
lk_pmd_press_releases	2025-09-01-en-5b3d17	en-5b3d17	2025-09-01	President in Jaffna Today	https://pmd.gov.lk/news/president-in-jaffna-today/	en
lk_pmd_press_releases	2025-09-01-en-2680d5	en-2680d5	2025-09-01	E-Library Programme at Jaffna Library Launched Under the…	https://pmd.gov.lk/news/e-library-programme-at-jaffna-library-launched-under-the-patronage-of-the-president/	en
lk_pmd_press_releases	2025-09-01-en-1a3b5a	en-1a3b5a	2025-09-01	‘Seiri Week’ from September 01–04 to Revitalize State…	https://pmd.gov.lk/news/seiri-week-from-september-01-04-to-revitalize-state-institutions/	en
lk_pmd_press_releases	2025-08-31-ta-0d1b16	ta-0d1b16	2025-08-31	வடமத்திய மாகாணத்தில் க.பொ.த உயர்தரத்தில் சிறந்த பெறுபேறுகளைப் பெற்ற மாணவர்களுக்கு…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%b5%e0%ae%9f%e0%ae%ae%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af-%e0%ae%ae%e0%ae%be%e0%ae%95%e0%ae%be%e0%ae%a3%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%b2%e0%af%8d-%e0%ae%95-%e0%ae%aa/	ta
lk_pmd_press_releases	2025-08-31-si-dfbd89	si-dfbd89	2025-08-31	ජනාධිපති අරමුදලෙන් උතුරුමැද පළාතේ අ.පො.ස උසස් පෙළ විශිෂ්ටයෝ…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b7%8f%e0%b6%b0%e0%b7%92%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b6%85%e0%b6%bb%e0%b6%b8%e0%b7%94%e0%b6%af%e0%b6%bd%e0%b7%99%e0%b6%b1%e0%b7%8a-%e0%b6%8b%e0%b6%ad%e0%b7%94%e0%b6%bb%e0%b7%94/	si
lk_pmd_press_releases	2025-08-31-en-a50519	en-a50519	2025-08-31	President’s Fund Recognises A-Level High Achievers in North…	https://pmd.gov.lk/news/presidents-fund-recognises-a-level-high-achievers-in-north-central-province/	en
lk_pmd_press_releases	2025-08-30-ta-91bcae	ta-91bcae	2025-08-30	ஜனாதிபதி தலைமையில் விவசாயம் மற்றும் உணவுத் துறையில் ஈடுபட்டுள்ள வர்த்தகர்களுடனான…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf-%e0%ae%a4%e0%ae%b2%e0%af%88%e0%ae%ae%e0%af%88%e0%ae%af%e0%ae%bf%e0%ae%b2%e0%af%8d-%e0%ae%b5%e0%ae%bf%e0%ae%b5%e0%ae%9a-2/	ta
lk_pmd_press_releases	2025-08-30-ta-40c36a	ta-40c36a	2025-08-30	டிரான்ஸ்பேரன்சி இன்டர்நெஷனல் தலைவருக்கும் ஜனாதிபதி செயலாளருக்கும் இடையில் சந்திப்பு	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9f%e0%ae%bf%e0%ae%b0%e0%ae%be%e0%ae%a9%e0%af%8d%e0%ae%b8%e0%af%8d%e0%ae%aa%e0%af%87%e0%ae%b0%e0%ae%a9%e0%af%8d%e0%ae%9a%e0%ae%bf-%e0%ae%87%e0%ae%a9%e0%af%8d%e0%ae%9f%e0%ae%b0%e0%af%8d%e0%ae%a8/	ta
lk_pmd_press_releases	2025-08-30-si-d96954	si-d96954	2025-08-30	ට්‍රාන්ස්පේරන්සි ඉන්ටර්නැෂනල් සභාපති ජනාධිපති ලේකම් හමු වෙයි	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a7%e0%b7%8a%e0%b6%bb%e0%b7%8f%e0%b6%b1%e0%b7%8a%e0%b7%83%e0%b7%8a%e0%b6%b4%e0%b7%9a%e0%b6%bb%e0%b6%b1%e0%b7%8a%e0%b7%83%e0%b7%92-%e0%b6%89%e0%b6%b1%e0%b7%8a%e0%b6%a7%e0%b6%bb%e0%b7%8a/	si
lk_pmd_press_releases	2025-08-30-si-2ca5ae	si-2ca5ae	2025-08-30	කෘෂි සහ ආහාරපාන ක්ෂේත්‍රයට සම්බන්ධ පෞද්ගලික අංශයේ ව්‍යාපාරිකයන්…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%9a%e0%b7%98%e0%b7%82%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b6%86%e0%b7%84%e0%b7%8f%e0%b6%bb%e0%b6%b4%e0%b7%8f%e0%b6%b1-%e0%b6%9a%e0%b7%8a%e0%b7%82%e0%b7%9a%e0%b6%ad%e0%b7%8a%e0%b6%bb/	si
lk_pmd_press_releases	2025-08-30-en-e6511f	en-e6511f	2025-08-30	President Precedes 2026 Pre-Budget Discussion with Private Sector…	https://pmd.gov.lk/news/president-precedes-2026-pre-budget-discussion-with-private-sector-in-agriculture-and-food-beverage/	en
lk_pmd_press_releases	2025-08-30-en-2c60ef	en-2c60ef	2025-08-30	Secretary to the President Meets Chair of Transparency…	https://pmd.gov.lk/news/secretary-to-the-president-meets-chair-of-transparency-international/	en
lk_pmd_press_releases	2025-08-29-ta-fca89b	ta-fca89b	2025-08-29	கல்வி, உயர்கல்வி மற்றும் தொழிற்கல்வி அமைச்சின் 2026 ஆம் ஆண்டுக்கான…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%95%e0%ae%b2%e0%af%8d%e0%ae%b5%e0%ae%bf-%e0%ae%89%e0%ae%af%e0%ae%b0%e0%af%8d%e0%ae%95%e0%ae%b2%e0%af%8d%e0%ae%b5%e0%ae%bf-%e0%ae%ae%e0%ae%b1%e0%af%8d%e0%ae%b1%e0%af%81%e0%ae%ae%e0%af%8d/	ta
lk_pmd_press_releases	2025-08-29-ta-b93076	ta-b93076	2025-08-29	சுற்றுலாத்துறையில் ஈடுபட்டுள்ள தனியார் துறையினருடனான 2026 ஆம் ஆண்டுக்கான வரவு…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9a%e0%af%81%e0%ae%b1%e0%af%8d%e0%ae%b1%e0%af%81%e0%ae%b2%e0%ae%be%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%af%81%e0%ae%b1%e0%af%88%e0%ae%af%e0%ae%bf%e0%ae%b2%e0%af%8d-%e0%ae%88%e0%ae%9f%e0%af%81%e0%ae%aa/	ta
lk_pmd_press_releases	2025-08-29-ta-0f6cee	ta-0f6cee	2025-08-29	இலங்கை மத்திய வங்கியின் 75 ஆவது ஆண்டு நிறைவைக் குறிக்கும்…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%87%e0%ae%b2%e0%ae%99%e0%af%8d%e0%ae%95%e0%af%88-%e0%ae%ae%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af-%e0%ae%b5%e0%ae%99%e0%af%8d%e0%ae%95%e0%ae%bf%e0%ae%af%e0%ae%bf%e0%ae%a9%e0%af%8d-75/	ta
lk_pmd_press_releases	2025-08-29-si-a681ca	si-a681ca	2025-08-29	ශ්‍රී ලංකා මහ බැංකුවේ 75 වන සංවත්සරය නිමිත්තෙන්…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b7%81%e0%b7%8a%e0%b6%bb%e0%b7%93-%e0%b6%bd%e0%b6%82%e0%b6%9a%e0%b7%8f-%e0%b6%b8%e0%b7%84-%e0%b6%b6%e0%b7%90%e0%b6%82%e0%b6%9a%e0%b7%94%e0%b7%80%e0%b7%9a-75-%e0%b7%80%e0%b6%b1-%e0%b7%83/	si
lk_pmd_press_releases	2025-08-29-si-a67e50	si-a67e50	2025-08-29	අධ්‍යාපන, උසස් අධ්‍යාපන සහ වෘත්තීය අධ්‍යාපන අමාත්‍යාංශයේ 2026…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%85%e0%b6%b0%e0%b7%8a%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b6%b1-%e0%b6%8b%e0%b7%83%e0%b7%83%e0%b7%8a-%e0%b6%85%e0%b6%b0%e0%b7%8a%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b6%b1-%e0%b7%83/	si
